review,sentiment
"Nije moglo doći iz druge zemlje niti iz drugog vremena. Ovaj film jednostavno odiše psihodelijom koja je uticala na italijansku kinematografiju kasnih 60-ih. Dakle, pseudo ozbiljan i seksualno slobodan. Raskošne postavke i sanjiva muzika čine ovo vizuelnim i zvučnim užitkom. Osim toga, dobijamo ljupku Dagmar Lassander, sigurno u svom najboljem izgledu. Neobični događaji stvaraju divlju vožnju, a ako se lutanje usred Mimoze pred kraj čini predugačkim, to je samo još jedna prilično šarmantna osobina tog vremena. Od vas se verovatno očekivalo da podelite tih nekoliko minuta između ekrana i vaše devojke i to naravno najavljuje preokret u postupku. Možda bi bilo bolje da Philippe Leroi nije izgledao tako čudno sa svojom okrnjenom crvenom kosom i iskrivljenim izrazom lica. Ipak, dobro mu ide i ima mnogo tihih trenutaka u kojima Dagmar luta i mora da pokaže mešavinu ljubavi i mržnje. Nikako običan narativni film, ali za one koji vole da je nešto drugačije, ovo je svakako to.",positive
"Ne znam zašto sam izabrao ovaj film za gledanje, ima čudan naslov i iz opisa je izgledalo kao nešto drugačije. S vremena na vreme je dobro probati film koji se malo razlikuje od glavnog holivudskog filma o herojima/trilerima i ovaj film je svakako bio drugačiji. Od samog početka ovaj film me je zaintrigirao, ali nisam mogao da shvatim zašto do kraja ako sam film shvatio da je film sjajan jer su likovi tako stvarni. Mislio sam da je gluma bila odlična i razvoj karaktera vas zaista tera da brinete o njima i nadamo se da će im stvari na kraju ispasti dobro. Mislim da bi svako ko gleda film mogao na neki način da se poveže sa jednim od likova i to čini sjajnu gledanost i poneki dobar smeh na čistoj običnosti glumaca. <br /><br />Na kulminaciji filma definitivno dobijate osećaj blagostanja i ostajete sa osećajem tipa „stvari će biti u redu“. Siguran sam da će ovo imati široku privlačnost i treba mu dati šansu.",positive
"Ovo je sjajan film. Čitajući druge kritike, vidim da nisam jedini koji je pustio suzu. Tamilin Tomita je glumila sa takvom veštinom i uverenjem, da je kraj učinila iskrenim i nezaboravnim. U rukama manje glumice, njena poslednja scena bi delovala banalno i otrcano. Nikada se ne bi moglo pretpostaviti da je ovaj film snimljen u malom, ograničenom budžetu. Kinematografija je prekrasna i postoji veliki broj glumaca velikih imena. Scenario je tako divan, vidim zašto su svi želeli da budu u njemu. Ako pogledate dugu, dugačku listu kredita na kraju, videćete da se polovina Havaja uložila da se ovaj film dogodi, i to sa dobrim razlogom. Soundtrack (dostupan na CD-u) je apsolutno prelep i stvara raspoloženje tokom celog filma. Moja jedina „zamerka” je što skoro nisam želeo da se film završi.",positive
"Gledao sam ovaj film svojim dečijim očima i nisam bio razočaran. Priča je poznata, neko napušteno siroče mora da dovede roditeljima neverovatna trojka (mamut - sabljozubi tigar i lenja životinja)... I ne želim da zaboravim da pomenem neverovatnu bijesnu životinju sa svojim lešnikom. Ovaj me je zaista nasmejao tokom cele slike.<br /><br />Ukratko: radi, smešno je i ""mora se videti"" sa svojom decom (dopašće im se).",positive
"Mnogi ljudi se sećaju sukoba u Vakou koji se desio davno. Ono što je većini ljudi verovatno ukorenjeno u svoje umove je „vođa kulta“ Dejvid Koreš i slike kompleksa koji gori do temelja nakon dugog sukoba. Mnogi ljudi veruju da je Koreš bio neka vrsta ludaka koji je mislio da je Bog. Optužen je da je zlostavljač dece i zaslužan za slom i smrt njegovih sledbenika. Štaviše, mnogi ljudi smatraju da je kult izvršio masovno samoubistvo kada je FBI upao u centar Mount Carmel i kada je zgrada gorela. Većina ljudi smatra da je kult kriv što se nije složio sa FBI-jem pod razumnim uslovima. Većina ljudi smatra da je Koreš isprao mozak kultu i da je pratio sve što je rekao. Ništa ne može biti dalje od istine, zbog jakih dokaza nakon što je noćna mora završena, a ovaj jedinstveni dokumentarac to prilično dokazuje!! <br /><br />Ovaj dokumentarac je jedno od najuravnoteženijih ispitivanja situacije koja se dogodila. Mnogo je detaljniji i detaljniji od bilo čega što je većina ljudi dobila u mejnstrim medijima. Na šok mnogih ljudi, ovaj dokumentarac će otkriti da su ATF, FBI i viši nivoi vlade Sjedinjenih Država bili ti koji su bili nepravedni, okrutni i varljivi, a ne Dejvid Koreš i njegovi sledbenici. Ono što su Korseh i Davidians radili samo su štitili svoja ustavna prava, a više sile su ta prava potpuno kršile i silovale. AFT nije imao osnova da upadne u bazu; AFT je prvi pucao i pucali su iz helikoptera odozgo na nenaoružane muškarce, žene i decu!! Ono što je još šokantnije su postupci FBI-a kada su ušli na planinu Karmel. Gledajte sami i razvićete novu perspektivu na vladu SAD. Postoje infracrveni snimci koji jasno pokazuju da je FBI pucao iz mitraljeza na muškarce, žene i decu u zapaljenom kompleksu. To će učiniti da vam krv proključa. To će vas zaista naljutiti. Nateraće vas da se zapitate kakvi ljudi vode ovu zemlju. Konačno, to će vas naterati da se zapitate da je ono što vam svako veče na vestima govore da je cela istina i ništa osim istine. Ovaj video je zastrašujući i toplo ga preporučujem ako neko može da ga pronađe. Ovaj dokumentarac nije potrebno kupiti; može se gledati besplatno na google video!",positive
"Sladak i potpuno šarmantan film, Shall Ve Dansu? nasmejao me i zaplakao. Na prvo pojavljivanje, Sugijama-san nije bio strašno privlačan - napet čovek, naizgled odan porodici, ali ga je previše lako očaralo lice na prozoru. Predmet njegove opsesije je dalek i hladan. Ali do kraja filma, bio sam zaljubljen u njega, nju, njegovu ženu i ćerku, sve instruktore plesa i studente plesa. Ova nekomplikovana priča o transformaciji i obnovi je mali dragulj koji bih voleo da ponovo vidim.",positive
"Na jednom nivou, ovaj film može da dočara dete u nama koje samo želi da gradi zamkove od peska i baca stvari u vazduh samo da bismo videli kako ponovo pada. Međutim, na dubljem nivou, istražuje duboku želju za ponovnim povezivanjem sa zemljom. Potpuno sam saosećao sa umetnikom kada je rekao, „kada nisam ovde (sam) duže vreme, osećam se bez korena.“<br /><br />Smatrao sam Endija Goldsvortija za jednog od velikih savremenih umetnika. Upoznat sam sa njegovim radovima uglavnom kroz njegove knjige za stočiće i nekoliko instalacija u umetničkoj galeriji. Ali videti njegov rad u pokretu, savršeno uhvaćen kroz Ridelshajmerov objektiv, bilo je otkriće. Nezamrznute u vremenu, Goldsvortijeve kreacije oživljavaju, kovitlaju se, lete, rastvaraju se, ruše se, ruše.<br /><br />I to je upravo ono o čemu se on bavi: Vreme. Proces stvaranja i uništenja. Nastajanja i nestajanja. Izlaska iz Praznine i postajanja Univerzumom, i nazad. U njemu postoji šamanski kvalitet, na ivici ludila. Kada ga gledate kako radi, imate osećaj da je njegova umetnost životna snaga za njega, da bi, ako to ne uradi, otišao i nestao.<br /><br />Na našu sreću, Goldsvorti može da podeli svoju viziju kroz komunikacijski medij fotografije. U suprotnom, sa izuzetkom nekoliko kamenih pećina i zidova, oni bi postojali samo za jednu osobu.",positive
"Moram da kažem da me događaji od 11. septembra nisu pogodili sve dok nisam pogledao ovaj dokumentarac. Trebalo mi je godinu dana da se uhvatim u koštac sa razaranjem. Ja sam menjao stanicu na radiju i kanal na TV ako je bilo govora o kulama. Bilo mi je muka od slušanja o tome. Kada je ovo emitovano na TV-u godinu i dan kasnije, ja sam urlao iz očiju. Bio je to prvi put da sam plakao od napada. Toplo preporučujem ovaj dokumentarac. Sada ga gledam na TV-u, 5 godina kasnije, i dalje plačem nad tragedijama. Činjenica da ovo sadrži jedan od retkih video snimaka prvog udara aviona u toranj je neverovatna. To je bila nesreća, i pogledajte gde ih je to dovelo. Ova dva brata me teraju da želim da sam bio tu da pomognem.",positive
"Film je napravljen u stilu koji podseća na Lock, kundak i dva bureta za pušenje, sa puno podzapleta, otmjenih kamera, kul muzike i onog sjajnog australijskog tipa humora koji nigde drugde nećete naći. Kako je ovaj film pobegao evropskoj i američkoj publici je misterija!",positive
"Ovaj australijski film snimljen 1999. dobro se bavi portretisanjem gomile sitnih lopova u Kings Krosu u Sidneju. Radnja se fokusira na nevolje mladog potencijalnog kriminalca čiji je život u opasnosti nakon što je promašio posao svom budućem šefu. Veoma dobro su glumili Hit Ledžer i Brajan Braun. Radnja je prilično uverljiva sa nekim vrlo duhovitim momentima u jednoj sceni koja se vrti oko pljačke banke. Postavljanje različitih tema centralnih za priču je prilično dobro urađeno. Npr. Kada jedan krim traži metke za svoj pištolj. Ja lično ne volim neopravdano nasilje u filmovima, i u tom pogledu, film me nije uvredio. Pokušao je i uspeo da nam pokaže ljudsku stranu zlikovaca kao što je Brajan Braun. Ostatak glumačke ekipe je dobro odradio posao, bez ikakvih istinskih odlika kojih se sećam. Režija je bila veoma dobra u tome što je uspela da napravi verodostojan film koji je pružio dobru zabavu. Glavna najvažnija karakteristika koja čini ovaj film dobrim je gluma i režija Hita Ledžera i njegov uspešan portret naivnog mladića koji pravi glupe greške radi kratkoročnog zadovoljstva, misleći da je neuništiv i ne shvatajući da postoje zlokobni ljudi koji čekaju da nasrnu na svaku grešku. Reditelj Gregor Džordan zaslužuje posebnu pažnju. Ocena u mojoj knjizi - 7 (od 10).",positive
"Još jedna popularna projekcija britanske slike u Coalville's Centuri Theatre. Dobro osmišljena, čvrsta drama sa zapletom koji se stalno razvija i stalnim 'preokretima u priči'... dok su se laži gomilale! Majstorski kurs glume od strane besprekorne glumačke ekipe, koji je dobro organizovao prvi put režiser Džulijan Felouz. Izvanredna izvedba, kao i obično, Toma Vilkinsona, ali dobri zaokreti svih zainteresovanih, uključujući sporedne glumce Lindu Baset i Džona Nevila. Naša publika je bila oduševljena ovim filmom, koji uključuje nekoliko šokantnih incidenata od kojih zaista 'skočite'. Dobra produkcija u trajanju od samo 80 minuta, verovatno proizvedena sa veoma ograničenim budžetom, ali uspeh, koji bi Felouza trebalo da ponovo režira za veliki ekran. Činilo se da neki publicitet filma sugeriše da je radnja smeštena u 50-te (prema romanu Najdžela Balčina), ali očigledno to nije slučaj. Preporučeno za gledanje.",positive
"Ovo je divan film koji je toliko preopterećen da smo ga moja žena, ćerka i ja smatrali neodoljivim. Radnja je jednostavno luda, ali ""zvoni istinito"" u svetu sapunica u svim njegovim nečuvenim neverovatnostima i nemogućnostima. <br /><br />Naročito sam uživao u nastupima Kevina Klajna i Seli Fild. Ja nisam bolji od Klajna u igranju THICKheadeda. Istinski očajnička potreba Fildovog lika za pažnjom i afirmacijom -- i njene skoro bipolarne promene raspoloženja -- lepo su se odigrale u pozadini Fieldovog čuvenog (ozloglašenog?) ""Sviđam ti se!"" Oskar uzvik. Ljudi koji se mogu poneti sa tako velikim zrnom soli suviše su retki na ovom svetu. <br /><br />Mislim da je ovo jedini film gde nisam bio nestrpljiv zbog karakterizacije Vupi Goldberg; Mislio sam da je ""na mestu"" u svakoj noti koju je udarila. Robert Dovnei Jr., Teri Hatcher, Cathi Moriarti i Elizabeth Shue su takođe bili prvoklasni. Samo odličan film ako ste raspoloženi da idete zajedno u vožnju i SMEJTE SE!",positive
"U početku nije lak film koji bi se dopao sa oba glavna lika koja su prilično nepodnošljiva, ali na sreću srce i duša filma je dirljiva izvedba Paule Sage koja vodi film u nepoznate vode i prevazilazi prilično nezgodnu priču. Ovo daje filmu osećaj prave istine i čini da mislite da ste videli nešto posebno. (7/10)",positive
"Gledao sam ovaj film kao klinac pre 30-ak godina i nisam ga zaboravio do danas. Ne bih mogao da kažem da li je to dobra slika. Ali tih dana sam se odmah zaljubio u Džin Simons. Sećanja su koncentrisana na veoma erotični osećaj filma, ali se još uvek sećam zapleta. Simons je tada bio veoma mlad, a postoji još jedan film koji mi je dao isti osećaj: VELIKA OČEKIVANjA Dejvida Lina. I opet je to bila mlada Džin Simons. Šteta što PLAVA LAGUNA nije dostupna na video snimku; Hteo bih da ispravim svoja sećanja...",positive
"Nedavno sam naišao na TV emisiju ""Strast..."" (promašivši početne scene). Gospođicu Currier treba pohvaliti što je imala viziju i hrabrost da tako čudnu de Balzakovu priču iznese na ekran. Zahvalan sam celoj glumačkoj ekipi i ekipi na njihovim ulozima u stvaranju tako potpuno finog filma. Mora da je bilo naporno snimati toliko scena u pustinji. I ne mogu da shvatim kako je njen trener nagovorio tako finu ""predstavu"" od leoparda, Simona. (Ova avantura podseća na još jednu napetu avanturu, „Goli plen“). Zašto ovaj film nije poznatiji?. Nadam se da ću ga naći na video snimku.",positive
Gledao sam ovaj film preko stotinu puta. Ovo je zaista najbolji srpski film ikada snimljen. Volim da preporučim ovaj film svima. To je veoma dobra komedija. Sigurno mi se sviđa!!!!,positive
"Porodica Vilijams živi na ranču koji se nalazi usred zabačene pustinje. Oni se nađu u velikoj opasnosti kada se mesto iznenada gurne u vremenski vrtlog gde se prošlost, sadašnjost i budućnost sudaraju na divlje haotičan i nepredvidiv način. Reditelj Džon „Bud“ Kardos počinje film ubedljivo misteriozno i postepeno dopušta da stvari postanu čudnije, luđe i uzbudljivije kako se vrtoglava priča odvija. Štaviše, Cardos ispunjava ekran obiljem blistavih vizuelnih prikaza i radi lep posao stvarajući istinski osećaj strahopoštovanja i čuđenja. Zadivljujuće iskrena glumačka glumačka ekipa kvalifikuje se kao još jedan veliki plus: Džim Dejvis kao srčani patrijarh Grant Vilijams, Doroti Maloun kao njegova vesela supruga Ana, Kristofer Mičam kao zabrinuti Ričard, Marsi Laferti kao njegova ljupka supruga Bet, Nataša Rajan kao slatka devojčica Dženi i Skot C. Kolden kao gu. Fanki specijalni efekti nude nadahnutu kombinaciju kvrgavih minijatura, urednih animacijskih čudovišta u stop-moueu (navedena stvorenja uključuju sićušnog vretenastog tipa bez dlake, veliku kvrgavu zver sa zubima i mršavog guštera) i elegantnih mat slika. Uzbudljiva orkestarska partitura Richarda Banda zaista pogađa tačku uzbuđenja. Oštra, sunčana kinematografija Džona Artura Morila takođe radi svoj trik. Zabavan film.",positive
"Posle dugog čekanja, „Spavaće sobe i hodnici“ su stigli do bioskopa u Pertu – nije reklama – i pomislio sam da je zabavno, iskreno i bacio sam zamah na one grupe „plemenskog krika“ koje su trčkarale unaokolo pokušavajući da pronađu smisao u stenama i „šta je iza mojih očiju“. Ovde se igra pred punim salama jer priča priču, ima sjajnu glumu i govori nešto o ljudskom stanju.",positive
"Ovo je za razliku od bilo kog drugog filma, najbliže sa čime mogu da ga uporedim je film Vudija Alena... Ali dok Vudi Alen neprestano sagledava ljudske mane, čini se da Bret Kar pokušava da smisli način da se uhvati u koštac sa tom jednom osakaćenom nesigurnošću koja teži da nas definiše na bolje ili na gore. U slučaju Lua, to je osnovni uzrok njegovog mucanja, koji se može pratiti unazad do jedinstvene traume detinjstva koja se otkriva kroz fleš bekove.<br /><br />Postoji toliko čudno neurotičnih ljudi na svetu i verujem da svi oni zaslužuju šansu za iskupljenje, iako je različitost ljudskog karaktera ono što čini svet takvima, tako da bismo mogli da popravimo naše neuroze. trebalo bi da nam popravimo nos ili grudi.<br /><br />Ovo je indie film snimljen na duge staze, ali proizvodne vrednosti su ogromne kao i obim filma. Osećam se kao neobičan dragulj za tržište samopomoći. Zaista se radujem što ću videti šta će ovaj reditelj sledeće uraditi, mogao bih da zamislim karijeru poput Vudija Alena ili Alberta Bruksa, mada obično kada se ovakav tip probije, on ode i napravi „Ks MEN“ i njegovo skromno čudno poreklo se ubrzo zaboravlja ili je.... Ks Men je gomila nakaza ako se dobro sećam :)",positive
"Zašto ovo nije pokupilo punu torbu Oskara? To je neverovatna interpretacija često snimanog/izvođenog dela. Vizuelni prikazi oduzimaju dah (naročito na širokom ekranu... pan & scan zaista ubijaju divnu kinematografiju i setove ovog filma). Svaki okvir je slika. Zapanjujuće. Predstava je skoro potpuno netaknuta, a Branaghova strast prema njoj je jasna od početnih naslova nadalje. Nema Zeferelija, samo sjajno pripovedanje na način na koji samo film može, ali retko. Jakobi je posebno savršen kao Hamletov ubojiti ujak: on ga ne igra kao zlog zlikovca koji uvija brkove, već kao šarmantnog političara, što nam omogućava da vidimo zašto samo Hamlet sumnja u lošu igru. Brana takođe zakucava suptilnost linije između Hamletovog lažnog/pravog ludila i goruće osvete u njemu. I mnoge kameje su prilično dobre, sve od Bilija Kristala i Robina Vilijamsa do Žerara Depardea i Čarltona Hestona, nenametljive ako ste uvučeni u Branahovu viziju kao što sam ja bio. Očaravajući komad.",positive
"Neosporna virtuoznost Brajana De Palme ne može zaista da zakamuflira činjenicu da je njegova radnja ovde tanko prikrivena kopija ""Psiho"", ali on pruža istinski zastrašujući vrhunac. Njegov ""Blov Out"", napravljen sledeće godine, bio je napredak.",positive
"Pročitavši neke od drugih komentara ovde, očekivao sam nešto zaista užasno, ali sam bio prijatno iznenađen. PROVERA STVARNOSTI: Originalna serija nije bila tako dobra. Mislim da ga se neki ljudi sećaju sa više ljubavi nego što zaslužuje, ali osim jurnjave automobila i nogu Dejzi Djuk, scenariji su bili slabi i loše odglumljeni. Djukovi momci su bili previše inteligentni i otmeni za budalaštine, smežurani Boss Hog je bio previše kretenski da bi bio zao, a Rosko je bio samo hiper u svakom trenutku na ekranu. Neverovatno je što je serija zapravo trajala koliko i dugo jer je ponestalo priča tokom prve serije.<br /><br />Nazad na film. Ako ovaj film gledate sam po sebi, a ne kao direktno poređenje sa TV serijom koliko god se sećate, onda uopšte nije loš. Prava zvezda je naravno general Li. Potera i vratolomije su odlični i to je zaista ono što D.O.H. je sve o. Džoni Noksvil je on uobičajeno ekscentričan i zajedno sa Šonom Vilijamom Skotom u ulozi rođaka Boa, oni čine ovaj film zaista smešnim na urnebesan način Glup-i-gluplji način na koji TV serija nikada nije uspela. Prelepa Džesika Simpson je sjajna kao gospođica Dejzi, Bert Rejnolds čini mnogo poboljšanog šefa Hog i M.C. Gejni pravi uverljivo gadnog Roska P. Koltrejna, kakav je oduvek i trebalo da bude.<br /><br />Ako ne volite šašavi humor i lude vratolomije u kolima, ionako ne biste gledali ovaj film jer bi trebalo da znate šta možete da očekujete. Inače, ako želite zabavni auto-akcioni film sa nekoliko dobrih smeha koji ne opterećuje mozak, onda idite da pogledate ovu ugodnu zabavu otvorenog uma.",positive
"Ako ste ljubitelj turske i bliskoistočne muzike, imate veliku sreću. Ovaj film je dokumentarac o aktuelnoj muzici u Istanbulu, koji se proteže od tradicionalnog do modernog. Vrlo je dobro. Ne biste mogli bolje da ste sami otišli ​​u Istanbul. Dobijamo intervjue sa Orhanom Gencebaiom, koncertne klipove modernih muzičkih ikona, roud šou sa romskom (ciganskom) publikom, turski hip hop (iznenađujuće veoma dobar) i još mnogo toga. Neki od najboljih ženskih vokala koje sam ikada čuo. Kurdkinja koja peva u hamamu (parnom kupatilu) koja će vam iščupati srce. Mnogo društvenog i političkog porekla. Ako je ovo tvoja stvar, lepo ćeš se provesti. Jedva sam mogao da sedim mirno u pozorištu.<br /><br />Soundtrack za CD sada dostupan na Amazonu. Skupo.",positive
"Iako sam nešto stariji od preporučene starosne grupe, zaista sam uživao u ovom filmu. To je mali odmak od stvarnosti i svaka devojčica mora da sanja da postane prijateljica sa pop zvezdom. Znam da je moj, da budem siguran! Prvih 10 minuta je bilo stvarno bezobrazno i zle devojke su rekle nekoliko stvari koje su takođe bile pomalo bezobrazne. Kada to prevaziđete, zaista možete početi da uživate u tome. Voleo sam odnos između Džej Dija i Džejn - bio je zaista sladak i mogli ste da vidite koliko su počeli da se sviđaju jedno drugom. Soundtrack je savršen i dobro se uklapa u film. Takođe mi se svidela porodica koja je stvorena za Džejn, njene sestre su delovale divno. Veoma dobro napravljen film.",positive
"Za one koji nisu upoznati sa Džimijem Stjuartom, ovo je jedan od njegovih ""manjih"" filmova kasnije u karijeri. I, iako nije sjajan film u poređenju sa mnogim drugim njegovim slikama, nije loš i pristojan je prolaznik kroz vreme – ali ne mnogo više.<br /><br />Kim Novak je veštica u Njujorku i iz nekog neobjašnjivog razloga odlučuje da baci čini na jadnog Džimija da ga natera da se zaljubi u nju. Vremenom, hladna i odvojena gospođa Novak takođe počinje da se zaljubljuje u Stjuarta - i očigledno u knjizi veštičinih pravila, ovo je definitivno NE, NE!! <br /><br />Film je čudan u svom senzibilitetu o vešticama. Oni nisu ni sorta koja žrtvuje bebe ni svemoćna. Većina njihove magije je prilično ograničena i besmislena (kao što je Džek Lemon koji koristi svoje moći da ugasi ulične lampe). I, veoma čudno, sve veštice izgledaju kao boemi koji se druže u modernim barovima gde možete naći ljude koji nose beretke i slušaju usrani džez. S obzirom na to šta mislim o džezu, mora da stvarno smrdi biti veštica u svetu ovog filma!<br /><br />U svakom slučaju, film je prilično romantičan i blago komičan, ali nije nešto što bih žurila da gledam. Gluma je prilično dobra, ali scenario ne nudi dovoljno isplate da bi ovo bio izuzetan film – u stvari, skoro sam dobio 6 za film – bio je zaista blizu.",positive
"Sposobnost Erika Bogosijana da se kotrlja od lika do lika u ovoj 'one man shov' pokazuje njegov pravi raspon kao karakternog glumca. Svaka osoba ima svoju poruku koju treba da prenese o istini, društvu, klasi, drogama, itd. Ovo je apsolutni Must Have za svakoga ko je ozbiljan ljubitelj glume! Njegov nastup sadrži neke od najsmešnijih i najstvarnijih trenutaka koje sam ikada doživeo kao gledaoci.",positive
"kada sam prvi put čuo za ovaj film, primetio sam da je to jedan od najkontroverznijih filmova 1970-ih. Primetio sam da je muziku Elton Džon, pa sam shvatio da nemam šta da izgubim, pa sam je dobio. Kakvo iznenađenje!!! Film je bio sjajan. Bila je prava ljubav. Likovi (Pol i Mišel) nisu imali luksuz, novac, a ponekad ni hranu, a ipak su bili srećni. Preporučio sam ovaj film svim svojim prijateljima, ali su svi kritikovali moj ukus, čak su me i prozivali, jer su u filmu igrala dva maloletnika gola. Mislim da je to samo učinilo film realističnijim. Kinematografija je bila odlična i samo je došla da pokaže velike sposobnosti reditelja Luisa Gilberta",positive
"Majkl Viner je verovatno najpoznatiji po svojim filmovima sa temom osvete, kao što su „Death Vish” i „Chato’s Land”, ali je podjednako nadaren i kao reditelj okultnog horor bioskopa, što dokazuje „The Sentinel” iz 1977. godine. ""The Sentinel"", koji je zasnovan na romanu Džona Konvica, koji je napisao i scenario, je pametan i neizmerno jeziv religiozni chiller koji nijedan ljubitelj okultnih horora ne bi trebalo da smatra nestalim. Film je očigledno inspirisan uspešnim okultnim klasicima kao što su „Rozmarina beba“, „Egzorcist“ ili „Omen“, ali, što se mene tiče, lako je uznemirujući kao i ovi poznatiji filmovi, a verovatno čak i jeziviji.<br /><br />Allison Parker (Kristina Rejn, mlada manekenka). Traumatizovana događajima u svojoj prošlosti i još uvek nije spremna da se uda za svog dečka advokata (Kris Sarandon), Alison je u potrazi za stanom i pronalazi veliki, neverovatno lep, koji je takođe pristupačan, u staroj vili u Bruklinu. Novi stan, međutim, dolazi zajedno sa gomilom veoma čudnih drugih stanara. A zlokobne nove komšije uskoro postaju više nego malo dosadne Alis... Ovo možda nije adekvatan sinopsis radnje, ali ne bih voleo da pokvarim bilo koji od sjajnih trenutaka ovog filma, tako da neću davati nikakav dalji opis radnje. Ono što ću reći, međutim, jeste da je ""The Sentinel"" veoma jeziv i efektan film koji profitira od sjajne glumačke ekipe, kao i od često bizarne i stalno čudne atmosfere. Na ishod je svakako uticala i činjenica da su ovde kao producenti delovali i reditelj Majkl Viner i pisac Džon Konvic. Film je maštovito fotografisan, a sablasna stara vila u Bruklinu je fantastično okruženje za ovakav film. Kao što je već pomenuto, atmosfera je nejasna i jeziva, a film takođe uključuje nekoliko šok-momenata i pravih strahova. U filmu se pojavljuju mnogi zlokobni i ekscentrični likovi, a glumačka ekipa je odlična. Prelepa Kristina Rejns je sjajna u svojoj ulozi Alison Parker, simpatična, a ipak na pragu da izgubi razum. Kris Sarandon je takođe veoma dobar kao njen dečko, uspešan advokat, a u sporednoj glumačkoj ekipi su mnoga velika imena, kao što su Kristofer Voken, Džef Goldblum, Džeri Orbah, Beverli D'Anđelo i Tom Berendžer, pre nego što je postao zaista poznat. Glumačka ekipa takođe uključuje zvezde poput Ave Gardner, ikone horora Džona Keradina, Berdžesa Meredit i, moj lični favorit, velikog Eli Volah kao ciničnog detektiva za ubistva. Već dugo sam veliki obožavalac reditelja Majkla Vinera, uglavnom za filmove poput „Želja smrti“ i „Čatoova zemlja“. „The Sentinel“ je još jedan sjajan film na Vinerovom repertoaru, a ujedno i dokaz da čovek nije samo majstor tvrdo kuvanog osvetničkog filma, već i atmosferskog okultnog horora. Sve u svemu, ""The Sentinel"" je jeziv, inteligentan i neverovatno bizaran okultni chiller koji se toplo preporučuje svim ljubiteljima horora!",positive
"Voleo sam KOLČAK: NOĆNI STALKER otkad sam je video u noći kada je premijerno prikazan 13. septembra 1974. Voleo sam čudovišta koja su tada delovala strašno i kul muziku Gila Mela (hej, gde je muzika, momci?) i često sam razmišljao o tome zbog čega ova emisija funkcioniše za mene tako da je važan razlog da mnogi drugi konačno zaključe da je jedan jednostavan element kada se konačno završi, a da mnogi drugi konačno zaključuju. ima ono što izgleda da nema skoro nijedna druga strašna emisija i to je glavni lik sa kojim se većina ljudi može povezati na svakodnevnom nivou. Kada Karl Kolčak iz Darena Mekgavina počne da otkriva čudne situacije, on reaguje kao i većina ljudi. Smatra ih čudnim i kako se približava opasnosti, on je uplašen, čak i ako zna da mora da krene napred da bi pokušao da pobedi bilo koju pretnju koja se prikazuje u toj epizodi. Retko je da je dovoljno hrabar da se suprotstavi nekoj superiornoj natprirodnoj sili. Obično postavlja zamku i krije se ili čeka u krilima da vidi da li radi. Ponekad se čini iznenađenim što je uspeo da pobedi neprijatelja kao i mi. U jednoj epizodi, on odlazi da pronađe čudovište u kanalizaciji, ali kada ga prvi put vidi, trči da izađe odatle, ali je toliko nevoljko zarobljen da mora da se vrati i brani. On je heroj jer je spreman da uradi stvari koje većina nas verovatno ne bi uradila, ali to ne znači da verovatno ne bi radije da to uradi neko drugi umesto njega. On je običan momak, radi posao, pokušava da zaradi, a ne lovac na čudovišta. On se samo umota u stvari koje uključuju natprirodno, što ga zanima, ali ne želi da bude povređen ili ubijen više nego bilo ko od nas. Ako njegov plan da pobedi stvorenje nije uspeo, često ćete ga videti kako trči za život da bi pobegao od njega, što bih, naravno, uradio u toj situaciji. Zato sam kao klinac često kroz prste gledao vrhunac emisija. Kolčak je bio simpatičan i bilo vam je stalo da mu se nešto loše desi. Plašili ste se za njega i za ostale likove takođe. Producenti i pisci su očigledno znali da svako može da napravi čudovišno odelo, zastrašujuću muziku i režira napetu scenu, ali sve je uzalud ako vam nije stalo do likova. Daren MekGavin je rekao da je razlog zašto je emisija trajala samo tokom sezone taj što mu je dosadilo da radi emisiju ""čudovište nedelje"" i odlučio je da ne nastavi. Mogu da vam kažem da sam tugovao kada je ova emisija otkazana kada sam bila dete, ali, kao odrasla, vidim zašto to nije moglo dugo da traje u toj formuli. Još uvek volim 20 epizoda i dva filma u kojima je MekGavin glumio nespretnog, odlučnog i žustrog, ali dobrodušnog reportera za INS, poznatog kao Karl Kolčak. Ozbiljno sumnjam da će iko ko snima emisije ili filmove ikada shvatiti zašto mi se dopala serija. Nisu to čudovišta, mračno osvetljeni setovi, jeziva muzika ili glupe gostujuće zvezde, iako su svi oni vitalni sastojci. Tajna njegovog uspeha je upravo u naslovu - ""Kolčak: Noćni stalker"". Bez MekGavinovog simpatičnog, nespretnog Karla Kolčaka za koga treba navijati i brinuti, onda to jednostavno nije Night Stalker.",positive
