review,sentiment
"The story is incredible, it begins with a new kid in town named Roy, while on the bus to school, he notices a kid running with no shoes, and on that same day he breaks the big bullies nose who is trying to fight with him. Roy soon discovers that kid is a runaway, and he and his step sister are trying to mess a construction sight, that could kill all the beautiful owls that live there. Roy decides to help them him there fight, Can they win this fight before the smart but bumbling cop Dave Delinko(Luke Wilson) Stumbles on to them. An enjoyable film, funny and adventurous. I do admire Luke Wilson for taking this role. I don't think his brother Owen would even take this role.",positive
"For Anthony Mann the Western was 'legend'- and 'legend' makes the very best cinema! Mann's work was full of intensities and passions, visually dramatic, and the action always excitingly photographed...<br /><br />Stewart, a docile actor with the ability of displaying anger, neurosis and cruelty, made with Anthony Mann, five remarkable Westerns: ""Winchester '73;"" "" Bend of the River;"" ""The Naked Spur;"" ""The Far Country;"" and ""The Man from Laramie.""<br /><br />In ""Winchester '73,"" Stewart reveals his darker side... He offers all the reserves of anger, inner ambivalence, and emotional complexity in his nature that his audiences had, up till this time, failed to catch...<br /><br />A carefully chosen cast increases the proceedings in fine style: Shelley Winters is at her saucy best; Dan Duryea perfect as the vicious, sneering psychopathic villain; John McIntire great as the unscrupulous character; Charles Drake so good as the man who attempts to face his tormentor; and a very young Rock Hudson, attempts the role of an Indian Chief... <br /><br />""Winchester '73"" is the story of a perfectly crafted and highly prized, rifle in the Dodge City Kansas of 1876... Stewart and his estranged brother, who bears another name (Stephen McNally), compete fiercely for possession of it, and though Stewart wins, McNally steals it and sets off cross-country with Stewart in pursuit... What gives the pursuit an element of the demonic, is Stewart's determination to revenge his father's death at the hands of that same renegade brothera revenge fed by long-standing fratricidal hatred...<br /><br />Photographed in gorgeous Black & White, the film comes on as powerful and arresting, acted with deep feeling and intense concentration, not only by Stewart but by all the supporting characters...<br /><br />Look fast for a promising newcomer, Tony Curtis, the soldier who finds the rifle after the Indian attack...",positive
"An Insomniac's Nightmare was an incredibly interesting, well-made film. I loved the way it just throws you into the main character's subconscious without coddling the viewer...the acting was top notch - honestly, I would watch Dominic Monaghan read the phone book! - but everyone else, especially the young girl, was great as well. I was very impressed by the look of the film, too. Usually, ""independent films"" have a grainy, I-shot-this-on-my-camcorder look to them, but this director knows what she's doing. The lighting, the cinematography...quality work. I'm looking forward to a feature-length work from Tess Nanavati!",positive
"Tiempo de valientes is a very fun action comedy.After his great fist movie called El fondo del mar and the spectacular TV pro-gramme Los simuladores,Damian Szifron made another great work.Tiempo de valientes looks,for moments,a movie made in Hollywood.Diego Peretti and Luis Luque are two great actors and here,they have great performances.The movie is very fun and funny and it has superb moments.Tiempo de valientes is a very fun action comedy that I totally recommend if you wanna have a great time.And I have to congrats Szifron for all the talent he has.<br /><br />Rating:9",positive
"An untidy man, known as Bill, lives in a small dreary flat, with a poster of Marilyn Monroe on the wall, and his typewriter for company. Only the man can't think of anything to write. He wanders around the streets following people, just to see where they go. Maybe this will give him some inspiration to write. He begins to follow a well dressed man holding a bag. He follows him for a few days. While in a cafe, the well dressed man sits down at a table on the opposite side of Bill, and inquires why Bill is following him. The well dressed man says his name is Cobb. Cobb then surprisingly informs Bill that he is a burglar, and even starts to take Bill with him into houses to steal things; although Cobb insists he doesn't go into other people's homes to just steal. He says he likes to let people know he has been there, and interrupted the things they take for granted. He puts knickers from another burglary into a man's trousers, for example.<br /><br />The film is told in flashbacks at times too. The director used this technique in greater abundance in his recent feature Memento. Bill eventually decides to cut his hair and dress in a suit, on the advice of Cobb. He meets a Blonde lady in a club, who used to date the owner, a bald man, who is very dangerous, she says. We see a scene where a hammer is used by the bald man's hence men on a man's fingers in the Blonde lady's flat. These are some of the many pieces of the puzzle that the director shows us, and they will all fit into place when we arrive at the surprising conclusion.",positive
"I read a few reviews of the movie and got the impression that it was not as good as the previous Karate Kid installments. Although my favorite is still Karate Kid II, I felt this fourth installment of the movie series was consistent with the others and had some important lessons to share. Unlike the previous versions, the karate student is a female teenager who takes a somewhat different learning path, rather than a male teenager. Maggi finds this a little more challenging, but rises to the occasion. The plot twists are believable and predictable. I found that the bad guys are a little one dimensional, but this weakness is present in all the installments in varying degrees. The camera work is impressive and pans across some beautiful scenery from time to time. The Zen monastery is both austere and charming. The Zen monks add some humor and lightness to the narrative flow. I liked the ""Zen Bowling"" scenes which are a humorous counterpoint to the more serious Zen archery scene earlier on. The quality level of the movie is like a good TV series. The music chosen for the background is very good, especially with the Little River Band playing ""Listen to Your Heart"". The lessons in the movie are valuable and worthwhile to learn. They feel faithful to the spirit of karate and take care not to over-glorify the fighting part. All in all, I enjoyed it.",positive
"Chang Cheh's ""Shaolin Temple"" might very well be the highwater mark of the Shaw Brothers martial arts film cycle. This rousing kung fu epic boasts an amazing cast - a veritable who's who of the Shaw stable. Though the plot is fairly standard and the fight choreography is superb as usual, it is Cheh's handling of the subject matter that makes this film remarkable and enjoyable. The sense of reverence displayed for the history and traditions of the Shaolin Temple is palpable in every frame. Not unlike William Keighley's paean to the fabled Fighting 69th in that same self titled film or John Ford's salute to West Point in ""The Long Gray Line,"" Cheh's ""Shaolin Temple"" is a lovingly crafted ode in that same style.<br /><br />The cultural correlation I am tempted to make, is to compare the Shaolin Temple to the Alamo. Watching this film will give the same admiring and nostalgic feelings that you experienced many years ago in grade school history when you learned of the courage and sacrifice of those doomed heroes of the Alamo. At the end of the film, you too might be tempted to call out, Remember the Shaolin Temple!",positive
"Well, what's wrong with the title ""Separate Lies"" (accused elsewhere of not being ""exciting""). It's cunning, subtle and a bit poetic. (Of course there's a Phil Collins song and a James Belushi film called ""Separate Lives"", which are alluded to here.) <br /><br />But the real point is the ethical dilemmas of telling lies at different levels that the film probes. OK, it's not an ""in-your-face"" hilarious title, but then it's not an in-your-face hilarious film. Please give British films like this a chance. They do try to make people think about important things, as here: how far do you go to protect your life (even if it is a bit rotten) against unexpected disaster. Maybe you tell lies. Maybe you ignore your loved ones' lies. That can wear a lot of people out. <br /><br />American movies on this theme are abundant, but they usually go much further by involving the use of firearms, which are not a part of everyday life here in Europe. <br /><br />Maybe we're not so ""exciting"" over here, but we don't expect slogan-like film titles for films that are not aimed at a massive public.",positive
"I saw this movie when I was a little girl. And I have enjoyed it every time. Sure the graphics are a little cheesy, compared to now, but back in the 70's it was great. I saw it in the original Spanish version only and thought it was wonderful. That was how I remember my Christmases were with my family - magical. Santa Claus was amazing and I couldn't wait for him to come back each year.<br /><br />If you have a child/children and speak Spanish, bring them up watching this old fashioned version of ""Santa Claus"". It's a different version than we are used to today, but who says there is one way?<br /><br />It's a fun movie to watch. It teaches children good vs. bad. I don't know how the English subtitled version is or if there is an English one of this, but the Spanish is the best. Enjoy and Happy Holidays! Feliz Navidad!",positive
"I would like to tell you just a few things before considering seeing this movie. If at one point or another you thought you've seen good camera work, be prepared to be amazed by this movie. For the record, this movie was made in 1957 in Russia, but the technique used here is probably something that we've seen much later in the western world...about 20 years later. The level of emotions through the film varies quite a lot: happiness -love-war- despair-joy, but in the end you remain with something quite unique: the joy of seeing one masterpiece of filmmaking. The young directors from our time should study more this kind of movies and maybe they will be able to create something similar..even though I think movies like this are very hard to come by... If you've seen ""I am Cuba"" , then this movie would appeal to you very much, but if not, be prepared for a unique experience. The Russian directors have something in common: very small budgets, great actors, and a joy of creating art...and yes, they are able to create more masterpieces than all the western world together. I am not a big fan of Russia, actually I hate everything that's communist, but the film making in that part of the world, manages to create such feelings that are hard to describe.<br /><br />Enjoy it.<br /><br />",positive
"Unfortunately, due to a sluggish start, I can't say that this is one of Hitch's best films. It very excellent none the less. The film stars Jimmy Stewart and Doris Day as parents who get caught up in a political assassination plot and must try to get their kidnapped son back. They both give excellent performances, not surprising of course. Really, however, I was most impressed with Hitchcocks amazing use of music. The climax at the Opera house was fantastic, and using a live orchestra to create music and suspense at the same time was pure genius. Absolutely fantastic suspense came out of that scene. Also, the use of Doris Day singing ""Que Sera, Sera"" was excellent. Especially when it is transposed on scenes at the end of the film. So, this film to me ends up being Hitchcocks best use of music that I have seen to date. Unfortunately it had a slow start, or I could have recommend this film a little more highly. Even then, it is still well worth a look. 8 out of 10.",positive
"Gary Busey is the title character, Frank ""Bulletproof"" McBain, your standard-issue reckless maverick cop who's earned his nickname because no matter how many bullets he takes (38 and counting), he never stops going after the bad guys.<br /><br />When a cutting-edge U.S. tank dubbed ""Thunderblast"" is driven across the border into Mexico, it's nabbed by revolutionaries / terrorists led by General Brogado (Rene Enriquez) and Libyan Colonel Kartiff (Henry Silva), who's aligned himself with Russian villains. The Army personnel involved are kept as prisoners, chief among them Devon Shepard (Darlanne Fluegel), who happens to be McBain's ex-girlfriend. McBain is then recruited by the Army for a rescue mission.<br /><br />Busey may not have the physical presence of say, someone like Schwarzenegger, who would have been another appropriate lead for a film of this type, but he's a blast as a self- confident dude who's quick with the wisecracks. Fluegel is a great female lead; she not only looks incredibly sexy but makes for a fine butt-kicking action babe. Enriquez, Silva, Juan Fernandez, and the always welcome William Smith (as a Russian major) are loathsome scum in the classic action movie tradition. The supporting cast is quite full of familiar and reliable character actors: L.Q. Jones, R.G. Armstrong, Thalmus Rasulala, Lincoln Kilpatrick, Mills Watson, Luke Askew, Danny Trejo, and Cary-Hiroyuki Tagawa.<br /><br />T.L. Lankford and B.J. Goldman supply the script, based on a story by Lankford and veteran B director Fred Olen Ray. It's the kind of script where you just know the writers have their tongues in their cheeks: they know their material is absurd and cheesy, and just have fun throwing credibility out the window. Veteran action director Steve Carver keeps it moving and delivers a respectable amount of gunfire, explosions, and general all-out mayhem.<br /><br />""Bulletproof"" is good fun for the action fan who doesn't mind switching off their brain now and then and just enjoying a generous assortment of violence and humor.<br /><br />7/10",positive
"An old vaudeville team of Willy Clark (Walter Matthau) and Al Lewis (George Burns) were one of the best known but they broke up hating each other. Over 20 years later they agree to get together for a TV special...but find out they STILL hate each other. Willy's nephew/agent (Richard Benjamin) tries to get them to work together.<br /><br />A big hit in its day and it won George Burns an Oscar for Best Supporting Actor. I (somewhat) liked it. It was written by Neil Simon so its non-stop one-liners. Some of it was funny but making jokes of Willy and Al's senility was NOT. Also I never liked Matthau. I never thought he was a good actor and something about him just rubbed me the wrong way. Also his character here is so caustic you get sick of him quickly. All that aside this was fun. Burns is just great tossing off one-liners with ease and even Matthau was good matching him. Their verbal battles are the best sequences in the movie. Also Benjamin is very good as Willy's nephew trying to get the two of them to work with each other. For me it's worth seeing for Burns alone. This jump started his career in a big way and two years later he had ANOTHER hit with ""Oh God"". So, this is good. Just good--not great. Matthau's character really makes this hard to love. I give it a 7.",positive
"As this movie unfolds you start to feel the conundrum of human existence. If you carry with you questions, inner wars, unsolved puzzles about the meaning of life then you will feel this movie with every morsel of your body. Charles Darwin begins a war with an utterly predictable ending. War with God. His theories resemble the fact that God has nothing to do with mankind, has nothing to do with the amazing World that we live in. Savage, harsh, ironic and chaotic, this words surround the mind of the character thrown into an universe of material truth, who slowly pushes hope for God, out from his mind. Nevertheless, the movie as Charles Darwin, still sees wonder and beauty beyond God in the universe of infinite Evolution.",positive
"Reading some of the other reviews of this film, i was reminded of both good and not so good aspects of it. But overall, i have to say it is one of the better films i have seen from any number of genres or countries recently. More than anything else, it avoided many of the typical traps of more recent international cinema, like taking nice pictures of landscapes or being 'hip', 'fun' or imitating American films like pulp fiction. The film is unique in many ways. For one thing, it is a film about relationships in which sex plays no role (unusual, especially for foreign films). It is also a film about two men's relationship to each other (also unusual - not a 'buddy film', no homosexual tension, no ego/phallic competition). It uses little dialogue, but communicates a tremendous amount. It is a simple story, yet full of complex details which are easily understood by any human being and universal in their relevance. I did not find the film dark or depressing (everything would seem this way if you watch Hollywood happy ending films all the time), but rather a true reflection of human emotions. For instance, in the scene where Mahmut realizes his cousin is gone is you see both his feeling of relief, that the cousin is gone and yet regret, that he pushed him away. Who has not felt such ambivalence - when losing a friend or lover, or in some other situation? It's rare to get these kinds of real human emotions displayed on film in a non-cliché way. As far as culture is concerned, or this being a Turkish film, i feel it strikes the very difficult balance between being a 'Turkish' film - about realities which more apply to that place (the greater struggle to make it in a Turkish city versus a European one; the greater contrast between country and city), and a universal, human story which didn't necessarily have to be set in Turkey. In this day and age where people around the world are consuming culture and fetishizing it, this film does not try to entice us as 'Turkish', nor does it try to communicate it as a 'harsh reality', or 'that's how Turkey/Istanbul IS'. And yet the cultural elements are there. I think the comparison to 'lost in translation' that somebody made is quite good. Everyone, at least in the US, was raving about that film. I personally thought it was mediocre at best. It was well put by someone as a vague story which supposedly was supposed to deal with 'disorientation' that happens to people living or traveling overseas. Even if the film was supposed to be humorous, the characters and their motivations or crises were never clear (even for a 'lighter' film or comedy, this is necessary). And i found myself being treated to a typically 'orientalist' story of the alienated Amerian overseas. Going back to 'Distant', as for the idea that this is bad acting, or too slow, or has no plot, I'm sorry but people who say this know nothing about film making and maybe nothing about being human, no offense. You do not have to be a film aficionado or cultural connoisseur to appreciate this film. This film will be two hours of your time well spent!",positive
"""The Falcon and the Snowman"" is the story of two young men, a CIA employee and a drug dealer, who become disenchanted with United States foreign policy and sell state secrets to the Soviet Union. The events of the film are based on a true story.<br /><br />Timothy Hutton and Sean Penn are convincing in the lead parts and develop interesting characterizations. The supporting cast also performs well, notably with a performance from David Suchet of Hercule Poirot fame as a seasoned Soviet agent.<br /><br />The film is generally effective at setting out its premise and developing it and giving a sense of two boys caught in something they did not properly understand going in. However, it does seem overlong and cumbersome at points in the middle. The ending, however, is tense, stunning and effective. There are some catchy rock songs included in the soundtrack, but also unfortunately a repeated mellow synthesizer track that doesn't fit with a spy story. There are other spy films more worth seeking out than ""The Falcon and the Snowman"", but it is a decent film none the less.",positive
"Now this is more like it! The first movie had some iffy dialogue and some weaker acting, but it seems like the team behind this got their stuff together for the sequel and put out a solid, thoroughly enjoyable, hilarious and creative comedy that will keep everyone on the edge of their seats the whole way through.<br /><br />Seriously, this is just full of great stuff, brimming with creativity, and it's less of a spoof on 80s movies at the same time. The scenes in Hell are great, and so are the ones in Heaven. There's really no shortage to the mad-cap adventurous romp that this one promises, and you will never see another movie like this. Even the hammy final act of the movie isn't as bad as the first one, being generally heartwarming and enjoyable in its extremely cliché repertoire of family fun movie bliss. And even Keanu Reeves, despite looking about 30, isn't that bad here.<br /><br />Sounds like a good deal to me.",positive
"I provided location services on the this film every Sunday we would shoot in London's Berkeley Square. David Niven ever the gentleman thoroughly enjoyed the role, sadly to be his last. we had a moment of panic when a trunk load of fake Krugerrands (cast for the film..) tipped down a storm drain. <br /><br />Imagine frantic crew opening all the drains to recover every last one. If you know and love London you'll love this comedy romp - also starts Richard Jordan who sadly died from a brain tumour. A good film, great crew ,superb cast. look for the current stars of coronation street then playing crowd scenes or extras.The car lot and Ivan's retail enterprises were all shot in west London, Chiswick the entire shopping parade and the American used car lot were dressed overnight, the car lot is still there as are the shops. A restaurant was suddenly turned into a funeral parlour. If you see the film on the listings make an effort to see it! By the way Sally Harrison the Bank receptionist was married to the production designer Tony Curtis..<br /><br />April 2007 Just thought I would add a few extra comments on locations:<br /><br />Pub: just off Berkeley Square Elke Sommers Cottage: in back Road alongide Twickenham Film Studios Ivans Used Car Lot: along Chiswick High Street and all shop locations near roundabout. Workshops (converting armoured vans)Factory on roundabout opposite Fullers Brewery Jail (see workshops above) Telephone box see Elke Sommers cottage ( it was the wooden studio prop box used in many films, look for the lighting cable at gound level and the wood hinges on the door!!! Computer room Honeywells near Olympia Graveyard - Chiswick - Grave just outside the boundary on common land Bank interiors, ceiling void and strongroom :Twickenham studios<br /><br />And just to add David Niven ever the gentleman, joked and mixed with the crew, extras and so on......Niven would dine in the Connaught hotel bu join the crew for coffee!",positive
"<br /><br />This film has some really impressive action scenes. The humor and action are blended well, though the intensity of the film does not sustain itself till the end. The last scene is a slight anti-climax in terms of action quality and astonishing explosiveness of the scenes preceding it. The humor doesn't seem to be so ridiculously clumsy as in many other Hongkong movies, and this film is of totally other class than most American action-comedies of recent years. Lau Ching-Wan acts as a typical, intuitive police-hero who scoffs at invalid orders from incompetent police superiors. The dialectic of the film is built on the superhuman coolness and ruthlessness of the drug gang, humiliating the police force while providing a serious dose of lead poisoning with a variety of machine guns. Leaving plenty of corpses in it's wake. Yu Rong-Guang is especially impressive as an ultra cool, merciless gangster in this Woo-like piece of action where tough guys are truly die-hard.",positive
"ROLL is a wonderful little film. Toby Malone plays an 18 year old kid (very well acted, by the way) who is into soccer. Malone's cousin takes him out the night before his big game on an adventure with many twists and turns involving two gym bags, a drug lord, some tough bikers, some cops, and some prostitutes ... and the movie keeps us guessing as to which characters are on which side of the law, what the contents of either gym bag is, and even what gender a key biker is. Parts of it reminded me of LOCK STOCK AND TWO SMOKING Barrels.<br /><br />For me, ROLL reinforced three opinions that I already held before seeing ROLL. Those opinions are: 1. I really want to visit Australia one day. The country and cities are beautiful and it looks like such a cool place for a vacation.<br /><br />2. Some of the best filmmakers in the are Australian. The cinematography in ROLL was especially impressive. I loved the stylized colors and lighting in many of the scenes.<br /><br />3. Australian women are HOT!",positive
"A quiet, sweet and beutifully nostalgic movie on how it is to be confronted with old friends and surroundings from your youth with all that memories and the problems and sorrows of the present with you. A movie that makes you feel good. All the ingredients are here: old jelousy, rivalry, friendship and loyalty. Mischief, nightly fridge-raids and all the other fun stuff that we all remember from our summer camps. All the characters get the opportunity for a week to experience this again as the old camp-leader now is retiring and want to meet the children from the golden years of the camp. All of them are now in their thirties and in the middle of their careers.",positive
"Sentimental and naive but undeniably affecting, emotional man-helping-man plea, in this case personified as German and French miners forced to be closed off from each other after the Great War thanks to a new border, leading to disillusionment on the German side, as the French are the bosses. But when a fire begins on the French side, the common decency of the German men lead to assistance, safety and even friendship. This was a plea that would fall on deaf ears within the decade, as a certain man from Pabst's own side would break that piece and turn the Great War into merely a prelude. But it is obvious to me that Pabst really believes or at least wants to hope for this kind of fundamental humanism, as this film radiates with this optimism whereas his more flippant, cynical adaptation of The Threepenny Opera lacked the bite needed to make that work work. Also furthering his honest belief are the fact that the characters here are not simplistic mouthpieces for positions, but real people, with real families whose home lives we are privy to as well. These are ordinary, working-class men who just happen to believe in the worth of caring and treating right your fellow man, and in this day of individualist opportunism, I'll take a little thinning in my plot to get a positive message that represents a point of view that I think we can all aspire to.<br /><br />(Note: Apparently the ending is cut on most prints, where the French rebuild the mining gate, closing off the men once again. This is a brutal turn of events, and may have made the film a better overall film, but I would have lamented it souring the positives vibes of the final sequence, so in short, I'm glad it was clipped.) {Grade: 8/10 (B) / #7 (of 11) of 1931}",positive
"The first two-thirds of this biopic of fetish model Betty Page are very interesting. Betty, as portrayed with enormous sincerity by Gretchen Mol, comes across as a pleasant, girl-next-door type, who saw nothing wrong with what she did (and there certainly wasn't anything ""wrong"" with it). Director Mary Harron, who also made ""I Shot Andy Warhol"" and ""American Psycho"", recreates Betty's America by mixing old black and white stock footage with new, degraded, black and white footage. Once Betty lands in Florida and starts working with Bunny Yeager, color is introduced. Betty's notoriety was mostly the result of her work with Paula and Irving Klaw (Lili Taylor, in a great performance, and Chris Bauer), as well as John Willie (Jared Harris). The scenes where Harron recreates Betty's bondage photography sessions are fascinating and adroitly executed. The early purveyors of fetish material are not portrayed too condescendingly and we get a sense that these folks were part of a tight ""community"". Betty never had too much of a problem with her notoriety, although we get the impression that her reputation prevented her from gaining legitimacy in the straight acting world. Because the film's third act is virtually non-existent, we are left with the impression that we have been watching a feature length documentary on Betty Page rather than a structured drama. Flaws aside, it's a film well worth catching and represents yet another fine feather in the cap of producer Christine Vachon.",positive
"STMD! is one of the most fun and enjoyable low-budget films I've seen in quite some time. Director Jeff Smith (who also served as co-writer, cinematographer and editor) definitely shows his love of under-appreciated 80's horror films with this movie! Anyone who loves the cheesiness, preposterous situations, wacky and stereotypical characters of 80's horror movies will definitely love this very tongue-in-cheek homage to the past.<br /><br />STMD! definitely lives up to the qualities described in the poster and then some. It has all the ""excessive violence"" and ""gratuitous nudity"" that is reminiscent of those entertaining 80's horror movies we all love. I had a blast watching STMD! From the 80's outfits that the stereotypical characters wear to the blood splatter to the goofy tone I just couldn't get enough!",positive
"Easily one of the best Indian films ever. Granted, that's not saying much(I made this conclusion after a whopping 15 minutes of watching). But I can truly say that Fire is also one of the really beautiful and brilliant films I've seen.<br /><br />Beautiful because of its imagery. The best example I can give is the parallelism between the 2 female leads(Radha and Sita) and the characters of the same name in Hindu mythology. Sita, for example, is the wife of the revered Lord Ram. As legend goes, Ram subjugates his wife by making her walk through a Fire to prove her `purity.' Sita, in response, cries and leaves him, reuniting with her mother(the Earth). This story has all sort of crazy links to the stories of the 2 Indian women(Nandita Das and Shabana Azmi). The word `Fire' all of a sudden has many meanings - marriage, tradition, religion, motherhood, and probably a few others I didn't catch.<br /><br />Brilliant because of its social overtones. Many who were offended by the premise for this movie should in fact be first to see Fire(e.g. my mom, who actually loved it). Why? Because although Fire is an attack on tradition, it is also an attack on tradition. In other words, that is its strength, NOT its weakness. Traditional conservative social mores(whether Indian or Canadian or American or whatever) are useless if they enslave you. Gender roles and self-denial can both do this.<br /><br />These are the things I took with me after seeing Fire. Hats off to Deepa Mehta",positive
"amazing movie I saw this movie for the first time on a flight and could not believe that I had not even heard of it before getting on that plane. while it may seem, at first to be a ""chick flick"", it is a film that everyone should see and will enjoy. Men, watch this movie with someone you love. You will enjoy it as much as she does and it will score you big points.",positive
"Just after having moved into his new cottage in the English country, Hercule Poirot gets an invitation to dinner from Sir Henry and Lady Angkatell, the owners of a large mansion nearby. But the next day, one of the guests is found shot near the pool, and his clumsy wife is holding a revolver a few steps away....<br /><br />This Agatha Christie mystery is somewhat thin, though the killer's plan is still very clever. It's the exquisite filming and cinematography that elevate the story to a higher level. This episode mostly keeps the serious tone of ""Five Little Pigs"" and ""Sad Cypress"", but contains more dark humor than them. The cast includes possibly the two most famous actors to have worked in the series by this point, Edward Fox (as the butler) and Sarah Miles (as Lady Angkatell), though the standout performance is given by the dazzlingly beautiful Megan Dodds as the ahead-of-her-time Henrietta: her one-on-one confrontations with Suchet sparkle and are the highlights of the film. Oh, and since an English police inspector does get involved in the case, I think they could have brought Philip Jackson back for this one. (***)",positive
"After gorging myself on a variety of seemingly immature movies purchased on ex-rental DVDs, I figured that the time was right for a little serious drama and who better to provide it than Sam Mendes? For a number of reasons, ""American Beauty"" doesn't appeal to me as much as this film which is easily the darkest thing that Tom Hanks has ever done and probably one of the most underrated films of the last decade. For this is not a simple gangster tale lifted from its graphic novel origins, and is simply wonderful to watch because of it. And despite my usual allergy to any film with Tom Hanks' name on it (still can't watch ""Big"" without wanting a cat to kick), I'm glad I gave this a try because this is one of those movies that you'll kick yourself for if you miss it.<br /><br />Normally squeaky-clean Hanks plays Michael Sullivan, a devoted family man and father of two sons growing up during Prohibition in the early 1930's. He is also a professional hit-man to mob boss John Rooney (Paul Newman) but has managed to keep his job a secret from his sons. But after his eldest (Tyler Hoechlin) witnesses his dad involved in a mob killing, the pair are forced to go on the run as John seeks to tidy the matter up. Soon, father and son are pursued to Chicago where a fellow hit-man (a menacing Jude Law) is waiting for them.<br /><br />On the face of it, it reads like a pretty standard gangster film but as I've said, this isn't really about gangsters at all. It's about the relationship between a father and son thrown together in the most tragic of circumstances. Hanks is (*grits teeth*) superb as the tortured man who finds out that everything has its price and little Hoechlin is also good as Sullivan's son. In all honesty, there is not a single performance that I could single out as weaker than the others - the cast is pretty much faultless. As is the cinematography and costumes (and it's not often I praise costumes!) which recreates the 30's with stunning effect. There has been so much effort to get everything right and it pays off in spades. This could easily have looked rubbish - they admit that the early 30's look was difficult to put down - but it doesn't and that deserves every bit of credit. Chicago especially looks fantastic, lined with hundreds of rickety cars from the era and filled with people in monochrome suits and hats. True time-travel, even if a little CGI is needed.<br /><br />The story is also a winner, offering a human face to what is often seen as a stereotypical genre of movie villain. Law is surprisingly menacing as the almost mechanical killer Maguire and proves that you don't have to be Cagney or De Niro or Brando to play a gangster. The film is decidedly noir-ish, driving rain and ill-lit warehouses predominate but at least violence and killing are (finally) seen to have an emotional and psychological impact on those who perpetrate and those who merely witness such acts. The whole thing is evocative of a previous age and previous movies but it sweeps away the old and refreshes with a modern tale of redemption amid the Tommy-Gun shootouts and extortion rackets. It can feel a little slow in places, especially if you're used to masses of gun-play in movies like most modern audiences (like yours truly) but sometimes, words can speak louder than actions. Mendes has delivered a fine follow-up to his Oscar-winning debut, a film which is as intelligent as it is beautiful to watch. ""Road To Perdition"" may not be to everyone's tastes but this is one DVD I shall not be exchanging anytime soon.",positive
"A glacier slide inside a cavernous ice mountain sends its three characters whoosh down a never-ending wet-slide tube that has enough kick to dazzle kids the same way mature audience may be dazzled by the star gate sequence that closes 2001: A Space Odyssey. Miles apart in vision, but it is a scene of great rush and excitement nonetheless. A magnificent opening sequence also takes place where a furry squirrel-like critter attempts to hide his precious acorn. You've probably seen this scene in the trailer, but as it takes place he starts a domino effect when the mountain starts cracking and, results, an avalanche. The horror just keeps going as the critter tries to outrun the impossible. <br /><br />The movie traces two characters, a mammoth named Manfred (Ray Romano) and a buck-toothed sloth (John Leguizamo) as they try to migrate south. They find a human baby they adopt and then decide to track the parent figures down to return to them. They are joined by a saber tiger named Diego (Denis Leary) whose predatory intentions is to bring the baby to his tiger clan, by leading the mammoth and the sloth into a trap. Diego's meat-eating family wants the mammoth most of all, but Diego's learned values of friendship make easy what choice to ultimately make at the end. <br /><br />There are fatalistic natural dangers of the world along the trip, including an erupted volcano and a glacier bridge that threatens to melt momentarily that is reminiscent of the castle escape in Shrek. Characters contemplate on why they're in the Ice Age, while they could have called it The Big Chill or the Nippy Era. Some characters wish for a forthcoming global warming. Another great line about the mating issues between girlfriends: `All the great guys are never around. The sensitive ones get eaten.' Throwaway lines galore, whimsical comedy and light-fingered adventure makes this one pretty easy to watch. Also, food is so scarce for the nice vegetarians that they consider dandelions and pine cones as `good eating.' <br /><br />The vocal talents of Romano, Leguizamo and Leary make good on their personas, while the children will delight in their antics, the adults will fancy their riffs on their own talents. There is some mild violence and intense content, but kids will be jazzed by the excitement and will get one of their early introductions of the age-old battle of good versus evil, and family tradition and friendship are strong thematic ties. The animators also make majestic use of background landscapes that are coolly fantastic.<br /><br />",positive
"While this movie isn't a classic by any stretch, it is very entertaining as I remember it. I saw it about 15 years ago on HBO and loved the movie. It was written by the same guy that wrote and directed ""Arthur"" and though it isn't as funny as that movie, it does show the potential that Steve Gordon reached with ""Arthur"".",positive
"Pressburger and Powell's greatest movie. David Niven plays the RAF bomber pilot who misses his own death but is granted a second chance at life when heaven notices that he is AWOL and dispatches an angel to investigate. The scene when the young soldiers, men and women, black and white, all killed in action, arrive in heaven to be processed for eternal life is unbearably poignant. Watch out too for Roger Livesey, a deeply under appreciated actor, and Kim Hunter as the love interest (later, of course, Zira in Planet of the Apes). Incidentally, Steven Spielberg cast the actress who played the chief angel (Kathleen Byron) as the elderly wife of the eponymous private in Saving Private Ryan half a century later, an act that speaks volumes for his cinematic literacy.",positive
